,country,gdp,fossil_share_energy,renewables_share_energy,nuclear_share_energy,energy_per_capita
7205,Iceland,,22.277,77.4,0.0,188921.539
7206,Iceland,,20.59,79.08,0.0,179962.796
7307,India,2020.0,92.794,6.024,1.182,3507.548
7308,India,2140.0,92.948,5.653,1.399,3465.366
7309,India,2270.0,93.509,5.129,1.362,3564.225
7310,India,2490.0,93.746,5.033,1.221,3640.659
7311,India,2690.0,91.857,6.817,1.325,3843.385
7312,India,3050.0,92.671,6.293,1.036,4009.038
7313,India,3390.0,91.965,7.06,0.975,4149.482
7314,India,3750.0,91.928,7.171,0.901,4443.923
7315,India,4290.0,92.665,6.611,0.724,4628.165
7316,India,4560.0,93.365,5.898,0.738,4909.964
7317,India,5110.0,93.103,5.937,0.961,5075.993
7318,India,5680.0,91.946,6.795,1.259,5305.549
7319,India,6000.0,92.666,6.111,1.224,5511.19
7320,India,6170.0,92.171,6.652,1.177,5655.344
7321,India,6570.0,92.208,6.652,1.141,5973.568
7322,India,7070.0,92.492,6.295,1.213,6099.98
7323,India,7560.0,92.567,6.292,1.141,6305.748
7324,India,,92.161,6.764,1.075,6501.978
7325,India,,91.885,7.066,1.049,6838.842
7326,India,,91.037,7.781,1.182,6923.931
7327,India,,,,,
7428,Indonesia,734.0,96.506,3.494,0.0,5596.233
7429,Indonesia,752.0,96.103,3.897,0.0,5842.885
7430,Indonesia,766.0,96.61,3.39,0.0,6020.272
7431,Indonesia,771.0,97.022,2.978,0.0,6394.928
7432,Indonesia,840.0,96.845,3.155,0.0,6278.255
7433,Indonesia,921.0,96.753,3.247,0.0,6348.065
7434,Indonesia,1010.0,97.01,2.99,0.0,6355.197
7435,Indonesia,1120.0,96.861,3.139,0.0,6730.45
7436,Indonesia,1360.0,96.579,3.421,0.0,6556.15
7437,Indonesia,1510.0,96.485,3.515,0.0,6702.667
7438,Indonesia,1770.0,95.895,4.105,0.0,7260.867
7439,Indonesia,2150.0,96.867,3.133,0.0,7817.879
7440,Indonesia,2250.0,96.845,3.155,0.0,8126.372
7441,Indonesia,2330.0,96.326,3.674,0.0,8351.07
7442,Indonesia,2430.0,95.872,4.128,0.0,7721.161
7443,Indonesia,2550.0,96.494,3.506,0.0,7636.035
7444,Indonesia,2680.0,94.966,5.034,0.0,7752.315
7445,Indonesia,,95.112,4.888,0.0,7947.959
7446,Indonesia,,95.085,4.915,0.0,8535.947
7447,Indonesia,,93.91,6.09,0.0,9146.767
7548,Iran,503.0,99.258,0.742,0.0,21792.399
7549,Iran,587.0,99.24,0.76,0.0,22706.253
7550,Iran,690.0,98.656,1.344,0.0,24380.018
7551,Iran,777.0,98.437,1.563,0.0,24605.214
7552,Iran,887.0,98.236,1.764,0.0,26655.274
7553,Iran,1040.0,98.019,1.981,0.0,28254.856
7554,Iran,1120.0,97.687,2.313,0.0,30527.098
7555,Iran,1230.0,97.914,2.086,0.0,32316.66
7556,Iran,1240.0,99.158,0.842,0.0,33198.804
7557,Iran,1280.0,99.263,0.737,0.0,33927.539
7558,Iran,1330.0,98.9,1.1,0.0,33648.655
7559,Iran,1370.0,98.898,1.091,0.011,34752.47
7560,Iran,1210.0,98.6,1.254,0.146,34604.318
7561,Iran,1230.0,98.206,1.39,0.404,35780.531
7562,Iran,1200.0,98.317,1.314,0.369,36863.54
7563,Iran,1200.0,98.48,1.204,0.316,36163.525
7564,Iran,1250.0,98.139,1.318,0.543,37680.621
7565,Iran,,98.041,1.405,0.554,38925.262
7566,Iran,,98.581,0.899,0.521,40176.741
7567,Iran,,97.406,2.132,0.463,41354.455
7568,Iran,,,,,
7669,Iraq,76.975620096,97.042,2.958,0.0,12773.635
7670,Iraq,91.946008576,96.975,3.025,0.0,13949.111
7671,Iraq,99.146276864,96.082,3.918,0.0,12798.809
7672,Iraq,77.066510336,95.613,4.387,0.0,11515.502
7673,Iraq,118.0,95.062,4.938,0.0,11978.75
7674,Iraq,129.0,95.644,4.356,0.0,11224.817
7675,Iraq,149.0,95.678,4.322,0.0,11246.116
7676,Iraq,175.0,96.295,3.705,0.0,11728.142
7677,Iraq,214.0,97.72,2.28,0.0,11957.774
7678,Iraq,248.0,98.041,1.959,0.0,13078.404
7679,Iraq,302.0,97.665,2.335,0.0,13575.228
7680,Iraq,380.0,97.935,2.065,0.0,13887.481
7681,Iraq,424.0,97.504,2.496,0.0,14226.958
7682,Iraq,468.0,97.561,2.439,0.0,14738.4
7683,Iraq,472.0,98.426,1.574,0.0,13587.861
7684,Iraq,495.0,98.588,1.412,0.0,13108.326
7685,Iraq,544.0,98.4,1.6,0.0,14723.185
7686,Iraq,,98.949,1.051,0.0,14146.429
7687,Iraq,,99.163,0.837,0.0,14488.854
7688,Iraq,,98.985,1.015,0.0,15733.708
7789,Ireland,149.0,98.092,1.908,0.0,45600.004
7790,Ireland,161.0,98.45,1.55,0.0,47597.049
7791,Ireland,182.0,97.915,2.085,0.0,46473.569
7792,Ireland,193.0,98.248,1.752,0.0,44453.432
7793,Ireland,208.0,97.895,2.105,0.0,44172.104
7794,Ireland,222.0,97.3,2.694,0.0,45182.92
7795,Ireland,230.0,96.52,3.464,0.0,45143.287
7796,Ireland,246.0,96.101,3.771,0.0,45527.252
7797,Ireland,221.0,94.831,4.831,0.0,44388.58
7798,Ireland,218.0,93.463,6.026,0.0,39796.986
7799,Ireland,223.0,93.935,5.45,0.0,39181.759
7800,Ireland,224.0,91.268,8.326,0.0,36773.57
7801,Ireland,220.0,91.467,8.104,0.0,36236.584
7802,Ireland,221.0,90.677,8.798,0.0,35458.484
7803,Ireland,239.0,89.409,9.955,0.0,35287.921
7804,Ireland,249.0,87.917,11.494,0.0,37179.078
7805,Ireland,262.0,88.811,10.488,0.0,38377.773
7806,Ireland,,86.75,12.273,0.0,38045.307
7807,Ireland,,85.315,13.708,0.0,38354.492
7808,Ireland,,83.44,15.45,0.0,37739.296
7809,Ireland,,,,,
7910,Israel,183.0,99.963,0.037,0.0,39304.562
7911,Israel,187.0,99.976,0.024,0.0,38379.56
7912,Israel,190.0,99.891,0.037,0.0,38277.918
7913,Israel,183.0,99.88,0.048,0.0,38662.16
7914,Israel,183.0,99.883,0.043,0.0,38403.703
7915,Israel,184.0,99.882,0.041,0.0,38848.939
7916,Israel,192.0,99.932,0.026,0.0,37915.64
7917,Israel,199.0,99.941,0.024,0.0,39032.153
7918,Israel,200.0,99.932,0.031,0.0,38668.259
7919,Israel,211.0,99.859,0.1,0.0,36161.082
7920,Israel,217.0,99.796,0.161,0.0,37516.214
7921,Israel,221.0,99.674,0.277,0.0,37678.761
7922,Israel,229.0,99.531,0.423,0.0,38683.392
7923,Israel,239.0,99.429,0.534,0.0,35354.208
7924,Israel,250.0,99.088,0.872,0.0,34224.603
7925,Israel,256.0,98.835,1.124,0.0,35543.691
7926,Israel,267.0,98.479,1.485,0.0,35556.614
7927,Israel,,98.565,1.402,0.0,36555.398
7928,Israel,,98.527,1.451,0.0,35997.319
7929,Israel,,97.677,2.302,0.0,36717.179
8030,Italy,1890.0,93.209,6.791,0.0,36712.499
8031,Italy,1940.0,92.831,7.169,0.0,36782.43
8032,Italy,1880.0,93.616,6.384,0.0,36291.158
8033,Italy,1860.0,94.043,5.957,0.0,37231.016
8034,Italy,1870.0,93.191,6.809,0.0,37656.207
8035,Italy,1910.0,93.947,6.053,0.0,37480.773
8036,Italy,1980.0,93.675,6.325,0.0,37137.49
8037,Italy,2090.0,93.967,6.033,0.0,36315.127
8038,Italy,2110.0,92.321,7.679,0.0,35705.99
8039,Italy,2060.0,90.091,9.909,0.0,33230.019
8040,Italy,2050.0,89.296,10.704,0.0,34108.475
8041,Italy,2090.0,88.327,11.673,0.0,33168.189
8042,Italy,2090.0,86.732,13.268,0.0,32108.196
8043,Italy,2080.0,83.539,16.461,0.0,30442.126
8044,Italy,2090.0,81.53,18.47,0.0,28650.492
8045,Italy,2110.0,83.756,16.244,0.0,29203.355
8046,Italy,2130.0,84.186,15.814,0.0,29445.833
8047,Italy,,84.988,15.012,0.0,29730.62
8048,Italy,,83.674,16.326,0.0,29915.232
8049,Italy,,83.71,16.29,0.0,29239.012
8050,Italy,,,,,
8071,Jamaica,13.980013568,,,,16275.659
8072,Jamaica,13.886352384,,,,16392.715
8073,Jamaica,14.201782272,,,,16215.713
8074,Jamaica,15.938249728,,,,16799.731
8075,Jamaica,16.414271488,,,,16338.063
8076,Jamaica,17.063216128,,,,16754.191
8077,Jamaica,18.385498112,,,,19044.772
8078,Jamaica,19.47265024,,,,19300.663
8079,Jamaica,19.110465536,,,,16342.818
8080,Jamaica,20.201742336,,,,12876.743
8081,Jamaica,20.343263232,,,,11786.169
8082,Jamaica,20.487528448,,,,12413.542
8083,Jamaica,20.149080064,,,,11678.157
8084,Jamaica,20.65645568,,,,12657.74
8085,Jamaica,20.798375936,,,,12394.86
8086,Jamaica,20.996364288,,,,12569.497
8087,Jamaica,21.31692544,,,,12888.467
8088,Jamaica,,,,,
8089,Jamaica,,,,,
8090,Jamaica,,,,,
8191,Japan,4230.0,80.957,4.579,14.464,48060.478
8192,Japan,4210.0,80.954,4.471,14.575,47521.734
8193,Japan,4240.0,81.29,4.47,14.24,47314.169
8194,Japan,4290.0,84.532,5.069,10.4,47066.726
8195,Japan,4390.0,82.323,4.99,12.687,47575.186
8196,Japan,4510.0,82.848,4.454,12.698,48373.422
8197,Japan,4550.0,81.914,4.944,13.142,48193.385
8198,Japan,4610.0,83.49,4.412,12.097,47680.649
8199,Japan,4510.0,84.545,4.456,10.998,47008.043
8200,Japan,4310.0,82.286,4.632,13.079,42855.564
8201,Japan,4520.0,81.714,5.252,12.986,45665.724
8202,Japan,4460.0,87.098,5.278,7.577,43367.835
8203,Japan,4470.0,93.932,5.182,0.837,43092.478
8204,Japan,4510.0,93.635,5.627,0.682,42748.86
8205,Japan,4500.0,93.553,6.376,0.0,41699.91
8206,Japan,4560.0,92.3,7.395,0.217,41168.225
8207,Japan,4600.0,92.141,6.9,0.858,40543.449
8208,Japan,,90.832,7.675,1.385,41155.311
8209,Japan,,89.119,8.442,2.332,41142.951
8210,Japan,,87.449,9.313,3.133,40888.804
8211,Japan,,,,,
8232,Jordan,18.042376192,,,,12877.686
8233,Jordan,19.121948672,,,,12163.443
8234,Jordan,21.466574848,,,,12512.691
8235,Jordan,22.045898752,,,,13259.092
8236,Jordan,24.873895936,,,,14075.563
8237,Jordan,30.546460672,,,,14809.933
8238,Jordan,34.734256128,,,,14786.617
8239,Jordan,41.748021248,,,,13687.018
8240,Jordan,54.538596352,,,,12550.978
8241,Jordan,64.534372352,,,,12412.548
8242,Jordan,67.070615552,,,,12212.209
8243,Jordan,76.264087552,,,,11990.51
8244,Jordan,82.091900928,,,,12184.235
8245,Jordan,81.685250048,,,,11568.208
8246,Jordan,84.570423296,,,,11472.609
8247,Jordan,86.591225856,,,,11680.152
8248,Jordan,88.403697664,,,,13768.738
8249,Jordan,,,,,
8250,Jordan,,,,,
8251,Jordan,,,,,
8272,Kazakhstan,87.470841856,94.39,5.61,0.0,24987.749
8273,Kazakhstan,98.712707072,94.687,5.313,0.0,28153.011
8274,Kazakhstan,105.0,94.327,5.673,0.0,28691.124
8275,Kazakhstan,118.0,95.035,4.965,0.0,31343.003
8276,Kazakhstan,136.0,95.655,4.345,0.0,32917.829
8277,Kazakhstan,163.0,95.992,4.008,0.0,34229.225
8278,Kazakhstan,197.0,96.274,3.726,0.0,35839.324
8279,Kazakhstan,229.0,96.504,3.496,0.0,39545.835
8280,Kazakhstan,264.0,96.994,3.006,0.0,41293.786
8281,Kazakhstan,254.0,96.952,3.048,0.0,36912.592
8282,Kazakhstan,296.0,96.724,3.276,0.0,39282.84
8283,Kazakhstan,360.0,97.095,2.905,0.0,42638.104
8284,Kazakhstan,376.0,97.3,2.7,0.0,43500.497
8285,Kazakhstan,405.0,97.315,2.685,0.0,43328.703
8286,Kazakhstan,411.0,97.186,2.814,0.0,43264.962
8287,Kazakhstan,415.0,96.763,3.233,0.0,42075.914
8288,Kazakhstan,420.0,95.981,4.013,0.0,42123.318
8289,Kazakhstan,,96.325,3.668,0.0,43896.358
8290,Kazakhstan,,96.899,3.095,0.0,47798.825
8291,Kazakhstan,,96.895,3.1,0.0,46415.639
8292,Kazakhstan,,,,,
8313,Kenya,63.825342464,,,,1412.959
8314,Kenya,66.063642624,,,,1392.098
8315,Kenya,64.448475136,,,,1368.197
8316,Kenya,63.281344512,,,,1267.446
8317,Kenya,65.793523712,,,,1334.257
8318,Kenya,70.755893248,,,,1414.954
8319,Kenya,78.094204928,,,,1514.514
8320,Kenya,83.736363008,,,,1483.949
8321,Kenya,87.54016256,,,,1426.097
8322,Kenya,93.923098624,,,,1518.323
8323,Kenya,104.0,,,,1603.931
8324,Kenya,114.0,,,,1615.11
8325,Kenya,121.0,,,,1559.14
8326,Kenya,127.0,,,,1594.543
8327,Kenya,134.0,,,,1680.586
8328,Kenya,142.0,,,,1877.383
8329,Kenya,150.0,,,,1906.408
8330,Kenya,,,,,
8331,Kenya,,,,,
8332,Kenya,,,,,
8353,Kiribati,,,,,1732.786
8354,Kiribati,,,,,1444.133
8355,Kiribati,,,,,2092.266
8356,Kiribati,,,,,2126.353
8357,Kiribati,,,,,2252.218
8358,Kiribati,,,,,2886.725
8359,Kiribati,,,,,3142.942
8360,Kiribati,,,,,2780.693
8361,Kiribati,,,,,3051.718
8362,Kiribati,,,,,2611.456
8363,Kiribati,,,,,2550.323
8364,Kiribati,,,,,2310.37
8365,Kiribati,,,,,2261.173
8366,Kiribati,,,,,2244.765
8367,Kiribati,,,,,2232.675
8368,Kiribati,,,,,2384.502
8369,Kiribati,,,,,2262.217
8370,Kiribati,,,,,
8371,Kiribati,,,,,
8372,Kiribati,,,,,
8373,Kosovo,,,,,
8374,Kosovo,,,,,
8375,Kosovo,,,,,
8376,Kosovo,,,,,
8377,Kosovo,,,,,
8378,Kosovo,,,,,
8379,Kosovo,,,,,
8380,Kosovo,,,,,
8381,Kosovo,,,,,
8382,Kosovo,,,,,
8383,Kosovo,,,,,
8384,Kosovo,,,,,
8385,Kosovo,,,,,
8386,Kosovo,,,,,
8387,Kosovo,,,,,
8388,Kosovo,,,,,
8389,Kosovo,,,,,
8390,Kosovo,,,,,
8391,Kosovo,,,,,
8392,Kosovo,,,,,
8493,Kuwait,88.143429632,100.0,0.0,0.0,112287.174
8494,Kuwait,79.746752512,100.0,0.0,0.0,110892.028
8495,Kuwait,85.675753472,100.0,0.0,0.0,111152.141
8496,Kuwait,104.0,100.0,0.0,0.0,129159.664
8497,Kuwait,130.0,100.0,0.0,0.0,142196.014
8498,Kuwait,167.0,100.0,0.0,0.0,152576.276
8499,Kuwait,200.0,100.0,0.0,0.0,137852.727
8500,Kuwait,214.0,100.0,0.0,0.0,126970.563
8501,Kuwait,254.0,100.0,0.0,0.0,130210.611
8502,Kuwait,186.0,100.0,0.0,0.0,128064.343
8503,Kuwait,203.0,100.0,0.0,0.0,130930.79
8504,Kuwait,260.0,100.0,0.0,0.0,124080.316
8505,Kuwait,295.0,100.0,0.0,0.0,130407.767
8506,Kuwait,283.0,100.0,0.0,0.0,128399.006
8507,Kuwait,270.0,99.998,0.002,0.0,112496.166
8508,Kuwait,276.0,99.997,0.003,0.0,117465.523
8509,Kuwait,283.0,99.974,0.026,0.0,118318.232
8510,Kuwait,,99.962,0.038,0.0,108035.935
8511,Kuwait,,99.953,0.047,0.0,105546.439
8512,Kuwait,,99.913,0.087,0.0,108127.063
8521,Kyrgyzstan,9.709912064,,,,14382.231
8522,Kyrgyzstan,9.574320128,,,,13328.227
8523,Kyrgyzstan,9.596157952,,,,11180.302
8524,Kyrgyzstan,10.43111424,,,,11890.481
8525,Kyrgyzstan,11.01279744,,,,12518.611
8526,Kyrgyzstan,11.246944256,,,,11618.236
8527,Kyrgyzstan,13.055951872,,,,11750.36
8528,Kyrgyzstan,14.892163072,,,,12711.863
8529,Kyrgyzstan,17.373720576,,,,11683.007
8530,Kyrgyzstan,17.725392896,,,,11790.772
8531,Kyrgyzstan,17.882109952,,,,11208.388
8532,Kyrgyzstan,22.068576256,,,,12734.588
8533,Kyrgyzstan,21.271707648,,,,14032.104
8534,Kyrgyzstan,23.644280832,,,,12732.879
8535,Kyrgyzstan,31.624493056,,,,12664.826
8536,Kyrgyzstan,32.72957952,,,,11384.759
8537,Kyrgyzstan,33.957935104,,,,11239.676
8538,Kyrgyzstan,,,,,
8539,Kyrgyzstan,,,,,
8540,Kyrgyzstan,,,,,
8561,Laos,10.761618432,,,,2662.786
8562,Laos,11.261952,,,,2690.257
8563,Laos,11.96481024,,,,2655.337
8564,Laos,12.076944384,,,,2501.979
8565,Laos,13.112372224,,,,2583.076
8566,Laos,13.59204352,,,,2869.925
8567,Laos,13.653161984,,,,3083.046
8568,Laos,17.917915136,,,,2884.648
8569,Laos,19.909799936,,,,3134.703
8570,Laos,22.518943744,,,,3089.124
8571,Laos,24.141088768,,,,5442.513
8572,Laos,28.505276416,,,,7435.808
8573,Laos,32.785108992,,,,7535.462
8574,Laos,34.793914368,,,,8880.367
8575,Laos,38.55826944,,,,9056.765
8576,Laos,41.478914048,,,,10811.478
8577,Laos,44.388155392,,,,12008.863
8578,Laos,,,,,
8579,Laos,,,,,
8580,Laos,,,,,
8596,Latvia,25.228673024,78.94,21.06,0.0,15624.211
8597,Latvia,26.669565952,80.493,19.507,0.0,17025.764
8598,Latvia,28.483074048,83.212,16.788,0.0,17396.989
8599,Latvia,29.327583232,84.119,15.881,0.0,17392.712
8600,Latvia,30.351355904,80.771,19.229,0.0,19742.492
8601,Latvia,32.431915008,80.12,19.814,0.0,20586.701
8602,Latvia,36.04543488,83.007,16.909,0.0,19801.052
8603,Latvia,39.488139264,83.42,16.534,0.0,20670.438
8604,Latvia,39.69404928,81.393,18.561,0.0,21041.493
8605,Latvia,35.212337152,78.307,21.567,0.0,20148.78
8606,Latvia,35.345006592,80.016,19.324,0.0,23146.627
8607,Latvia,37.961678848,81.089,18.216,0.0,20912.494
8608,Latvia,40.31741952,76.035,23.379,0.0,21811.923
8609,Latvia,41.79994624,78.596,20.82,0.0,21245.46
8610,Latvia,43.756335104,81.69,17.599,0.0,19778.425
8611,Latvia,44.9480704,82.069,17.223,0.0,20468.211
8612,Latvia,45.812883456,79.516,20.131,0.0,22037.449
8613,Latvia,,71.028,28.697,0.0,24388.016
8614,Latvia,,78.858,20.11,0.0,22427.3
8615,Latvia,,80.861,18.18,0.0,23136.925
8616,Latvia,,,,,
8637,Lebanon,43.063488512,,,,15404.063
8638,Lebanon,45.053464576,,,,15883.61
8639,Lebanon,46.858838016,,,,15320.859
8640,Lebanon,48.681951232,,,,14844.848
8641,Lebanon,52.63814656,,,,14270.63
8642,Lebanon,54.423711744,,,,13214.804
8643,Lebanon,52.18783232,,,,11994.474
8644,Lebanon,57.62486272,,,,10570.9
8645,Lebanon,63.953342464,,,,13803.021
8646,Lebanon,72.629248,,,,16805.373
8647,Lebanon,76.310093824,,,,15749.906
8648,Lebanon,73.22976256,,,,15227.099
8649,Lebanon,73.344638976,,,,16130.687
8650,Lebanon,75.31442176,,,,15083.515
8651,Lebanon,77.167312896,,,,14733.088
8652,Lebanon,78.333026304,,,,14396.71
8653,Lebanon,79.116550144,,,,14187.92
8654,Lebanon,,,,,
8655,Lebanon,,,,,
8656,Lebanon,,,,,
8677,Lesotho,3.973784064,,,,1196.86
8678,Lesotho,4.26107392,,,,1197.201
8679,Lesotho,4.368167936,,,,1257.771
8680,Lesotho,4.42594816,,,,1280.368
8681,Lesotho,4.39670016,,,,1288.527
8682,Lesotho,4.464805888,,,,1538.192
8683,Lesotho,4.672764928,,,,1624.829
8684,Lesotho,4.587381248,,,,2128.858
8685,Lesotho,4.839204864,,,,1781.182
8686,Lesotho,4.818740224,,,,2006.997
8687,Lesotho,4.42368,,,,2106.542
8688,Lesotho,4.51604992,,,,1858.336
8689,Lesotho,4.994840064,,,,1935.031
8690,Lesotho,5.200096256,,,,1965.583
8691,Lesotho,5.594902016,,,,2013.496
8692,Lesotho,5.754392064,,,,2184.482
8693,Lesotho,5.888294912,,,,2106.94
8694,Lesotho,,,,,
8695,Lesotho,,,,,
8696,Lesotho,,,,,
8717,Liberia,1.491827968,,,,664.515
8718,Liberia,1.799789056,,,,683.308
8719,Liberia,2.30795008,,,,658.233
8720,Liberia,1.041067008,,,,708.688
8721,Liberia,1.76994496,,,,754.301
8722,Liberia,1.901628032,,,,860.447
8723,Liberia,2.61237888,,,,851.966
8724,Liberia,2.46645888,,,,764.64
8725,Liberia,3.145419008,,,,650.029
8726,Liberia,3.018311936,,,,570.27
8727,Liberia,3.420032,,,,866.26
8728,Liberia,3.26688,,,,934.281
8729,Liberia,3.3128,,,,1006.422
8730,Liberia,3.509787904,,,,866.775
8731,Liberia,3.547968,,,,1112.085
8732,Liberia,3.559079936,,,,1088.365
8733,Liberia,3.496064,,,,1038.037
8734,Liberia,,,,,
8735,Liberia,,,,,
8736,Liberia,,,,,
8837,Libya,112.0,,,,39775.503
8838,Libya,112.0,,,,39469.53
8839,Libya,111.0,,,,40040.054
8840,Libya,125.0,,,,38817.275
8841,Libya,131.0,,,,39147.236
8842,Libya,144.0,,,,39855.854
8843,Libya,154.0,,,,36001.013
8844,Libya,162.0,,,,35245.93
8845,Libya,185.0,,,,36088.425
8846,Libya,184.0,,,,40791.806
8847,Libya,192.0,,,,43050.016
8848,Libya,74.353934336,,,,27827.051
8849,Libya,167.0,,,,34637.355
8850,Libya,79.982649344,,,,36339.124
8851,Libya,60.79158272,,,,35739.323
8852,Libya,54.591766528,,,,30933.974
8853,Libya,52.964032512,,,,32575.981
8854,Libya,,,,,
8855,Libya,,,,,
8856,Libya,,,,,
8877,Lithuania,38.858665984,68.596,1.217,30.187,22121.845
8878,Lithuania,41.505021952,64.358,0.999,34.644,26053.74
8879,Lithuania,42.848641024,58.794,1.015,40.191,28006.107
8880,Lithuania,46.49873408,57.399,0.895,41.707,29626.415
8881,Lithuania,46.993072128,58.785,1.135,40.071,30174.544
8882,Lithuania,49.919520768,68.664,1.332,29.964,27751.436
8883,Lithuania,53.43832064,72.436,1.31,25.998,26928.53
8884,Lithuania,58.199494656,70.923,1.585,26.847,29851.861
8885,Lithuania,59.742826496,70.516,1.648,27.086,30010.036
8886,Lithuania,54.13711872,65.137,2.028,32.183,27934.129
8887,Lithuania,56.762298368,95.565,3.625,0.0,20972.395
8888,Lithuania,61.255319552,94.987,4.238,0.0,22055.47
8889,Lithuania,66.443116544,94.5,4.463,0.0,22411.06
8890,Lithuania,69.114494976,92.703,6.207,0.0,20916.116
8891,Lithuania,72.08972288,92.429,6.331,0.0,20430.443
8892,Lithuania,73.384935424,92.048,6.704,0.0,21618.312
8893,Lithuania,75.063795712,90.829,8.146,0.0,22310.548
8894,Lithuania,,89.633,9.318,0.0,23917.938
8895,Lithuania,,92.524,7.799,0.0,24403.55
8896,Lithuania,,91.585,8.88,0.0,24641.049
8897,Lithuania,,,,,
8933,Luxembourg,27.865122816,98.725,1.275,0.0,85248.605
8934,Luxembourg,25.977962496,98.838,1.162,0.0,90523.374
8935,Luxembourg,26.32070144,99.047,0.953,0.0,98081.166
8936,Luxembourg,25.401974784,99.158,0.842,0.0,102168.134
8937,Luxembourg,24.444045312,98.978,1.022,0.0,114452.44
8938,Luxembourg,24.792096768,98.929,1.071,0.0,114632.216
8939,Luxembourg,26.457731072,98.727,1.273,0.0,110654.876
8940,Luxembourg,28.851822592,97.573,1.404,0.0,105385.992
8941,Luxembourg,27.093080064,97.48,1.5,0.0,102446.77
8942,Luxembourg,27.56675584,97.525,1.479,0.0,95607.461
8943,Luxembourg,29.648912384,97.655,1.397,0.0,98496.259
8944,Luxembourg,28.096120832,97.6,1.307,0.0,93918.885
8945,Luxembourg,30.788435968,97.201,1.658,0.0,90121.063
8946,Luxembourg,30.693855232,96.558,2.079,0.0,83946.778
8947,Luxembourg,37.246500864,95.898,2.292,0.0,79552.018
8948,Luxembourg,38.716084224,95.254,2.54,0.0,75678.345
8949,Luxembourg,40.329289728,94.883,2.715,0.0,73131.15
8950,Luxembourg,,93.688,3.4,0.0,74567.402
8951,Luxembourg,,93.297,3.682,0.0,76501.105
8952,Luxembourg,,92.937,4.061,0.0,76658.118
8953,Luxembourg,,,,,
8974,Macau,,,,,
8975,Macau,,,,,
8976,Macau,,,,,
8977,Macau,,,,,
8978,Macau,,,,,
8979,Macau,,,,,
8980,Macau,,,,,
8981,Macau,,,,,
8982,Macau,,,,,
8983,Macau,,,,,
8984,Macau,,,,,
8985,Macau,,,,,
8986,Macau,,,,,
8987,Macau,,,,,
8988,Macau,,,,,
8989,Macau,,,,,
8990,Macau,,,,,
8991,Macau,,,,,
8992,Macau,,,,,
8993,Macau,,,,,
9094,Madagascar,15.319199744,,,,606.287
9095,Madagascar,16.233675776,,,,571.272
9096,Madagascar,15.025016832,,,,429.558
9097,Madagascar,17.003139072,,,,533.401
9098,Madagascar,18.643017728,,,,562.914
9099,Madagascar,19.872671744,,,,531.153
9100,Madagascar,20.984625152,,,,509.378
9101,Madagascar,21.565063168,,,,528.071
9102,Madagascar,23.832631296,,,,544.133
9103,Madagascar,24.297836544,,,,467.41
9104,Madagascar,27.121946624,,,,480.856
9105,Madagascar,28.85408768,,,,530.516
9106,Madagascar,29.838780416,,,,605.228
9107,Madagascar,29.762883584,,,,632.28
9108,Madagascar,29.744963584,,,,651.82
9109,Madagascar,30.67114496,,,,684.998
9110,Madagascar,31.9300096,,,,693.316
9111,Madagascar,,,,,
9112,Madagascar,,,,,
9113,Madagascar,,,,,
9134,Malawi,9.89894656,,,,589.575
9135,Malawi,9.22759168,,,,558.373
9136,Malawi,10.640904192,,,,541.435
9137,Malawi,11.015154688,,,,562.485
9138,Malawi,12.988598272,,,,588.235
9139,Malawi,13.853041664,,,,553.659
9140,Malawi,13.474883584,,,,558.083
9141,Malawi,16.27039232,,,,540.975
9142,Malawi,18.23842304,,,,603.095
9143,Malawi,14.905150464,,,,548.243
9144,Malawi,15.376186368,,,,640.777
9145,Malawi,17.638612992,,,,616.433
9146,Malawi,16.63978496,,,,547.153
9147,Malawi,17.653813248,,,,506.545
9148,Malawi,17.067620352,,,,513.33
9149,Malawi,17.570879488,,,,399.461
9150,Malawi,17.973999616,,,,474.767
9151,Malawi,,,,,
9152,Malawi,,,,,
9153,Malawi,,,,,
9254,Malaysia,278.0,96.554,3.446,0.0,26290.508
9255,Malaysia,274.0,97.016,2.984,0.0,25898.327
9256,Malaysia,293.0,97.57,2.43,0.0,27126.797
9257,Malaysia,311.0,97.899,2.101,0.0,28915.234
9258,Malaysia,342.0,97.813,2.187,0.0,30221.655
9259,Malaysia,380.0,97.814,2.186,0.0,31614.638
9260,Malaysia,396.0,97.791,2.2,0.0,32209.853
9261,Malaysia,435.0,97.978,1.982,0.0,33691.547
9262,Malaysia,476.0,97.511,2.436,0.0,34228.969
9263,Malaysia,453.0,97.588,2.406,0.0,32565.279
9264,Malaysia,489.0,97.859,2.136,0.0,32996.698
9265,Malaysia,545.0,97.391,2.58,0.0,33634.663
9266,Malaysia,577.0,97.195,2.676,0.0,35625.245
9267,Malaysia,614.0,96.717,3.082,0.0,36770.269
9268,Malaysia,628.0,96.354,3.327,0.0,36643.052
9269,Malaysia,659.0,96.186,3.407,0.0,36669.698
9270,Malaysia,687.0,95.075,4.538,0.0,38095.509
9271,Malaysia,,93.743,5.885,0.0,38156.889
9272,Malaysia,,93.714,5.906,0.0,37070.936
9273,Malaysia,,93.613,6.009,0.0,37053.569
9294,Maldives,,,,,10266.634
9295,Maldives,,,,,8397.862
9296,Maldives,,,,,9767.834
9297,Maldives,,,,,8239.749
9298,Maldives,,,,,10500.978
9299,Maldives,,,,,9239.765
